Food,Category,Recipe/Single_food_item,Fiber_(g),Quantity,Carbohydrate_(g),Protein_(g),Fat_(g),Calories_(kcal),Protein_(g)_nutritions,Fats_(g),Carbohydrates_(g),Starch_(g),Cholesterol_(mg),Calcium_(mg),Magnesium_(mg),Iron_(mg),Zinc_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Vitamin_B6_(mg),Vitamin_B12_(mcg),"Folate,_ug",Vitamin_C_(mg),Retinol_Activity_Equivalents_(ug),Vitamin_E_(ug),total_n-6_fas_(%_of_energy),total_n-3_fas_(%_of_energy),Vitamin_B5_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Selenium_(mcg),Retinol_(mcg),Saturated_fatty_acids_(g),Mono-unsaturated_fatty_acids_(g),Poly-unsaturated_fatty_acids_(g),Free_sugars_(g)
SAGO PAAYASAM (KHEER),Dessert,R,0.9,86.0,46.4,3.8,5.0,284.4,0.9,8.4,29.6,24.4,0.0,4.0,10.2,0.49,0.21,0.01,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.1,1.2,0.0,0.260489476,52.633369,57.107845,1.5436353559999998,8.759164160000001,0.0,732.5532334,179.718196,240.92468,0.5154108672
"SAILFISH, DRIED, TEMPERED, W/ COCONUT MILK",Dessert,R,1.302888,92.0,34.32000000000001,3.46,8.540000000000001,213.2,23.905003,15.66808,3.815783,0.164983,16.3262,35.296715,46.373482,1.556162,0.62422997,0.017281421,0.02976365,1.6917932,0.14806268,0.80237001,77.628197,2.6804285,12.205353,0.031093,2.5599999999999996,0.3,0.385144,71.970436,406.82892,4341.2251,59.420086,0.0,500.136022,814.444898,318.801706,0.53767228
"SAILFISH, DRIED, W/ COCONUT OIL",Dessert,R,1.8298839,92.0,34.32000000000001,3.4599999999999995,8.540000000000001,213.2,42.882195,16.007792,3.5513251,0.55627203,30.322929,59.322285,85.587242,1.644645,0.63437903,0.020845201,0.045686599,2.6269932,0.28944576,1.4902555,140.65269,11.379606,41.462448,0.099384002,1.24,0.5,0.755799,130.97881,762.87939,8062.8848,109.7846,0.0,1832.6180064,867.6136119999999,986.229775,0.53767228
"SAILFISH, FRESH, BOILED, W/ COCONUT MILK",Dessert,R,1.36043,92.0,41.32,2.2600000000000002,2.54,183.2,9.6210346,11.25411,4.1620331,0.53485501,2.9324999,24.492958,22.535345,1.75964,0.73081797,0.0167882,0.062782846,0.87611943,0.090630874,0.82365,44.881813,2.4795806,16.195127,0.062613003,0.72,0.16,0.184752,91.539795,221.3231,35.406334,60.998417,19.2,62.58434999999999,131.3084922,199.95951799999997,0.6010669498000001
"SAILFISH, FRESH, DEEP-FRIED",Dessert,R,0,92.0,41.32,2.2600000000000002,2.54,183.2,19.300932,14.755504,0.0,0.0,6.9189749,9.1932116,29.950136,0.854343,0.80621099,0.0,0.12033,1.095003,0.1407861,1.5342075,84.709915,0.0,0.0,0.0,2.28,0.16,0.324891,185.3082,339.3306,80.091644,141.9894,9.4,182.3110082,588.12854356,247.44373180000002,1.1137582186
"SALAYA SARDINELLA, FRESH, BOILED, W/ COCONUT MILK",Dessert,R,1.1,106.0,38.480000000000004,4.64,10.24,247.4,10.7,9.6,4.1,1.5,26.7,42.0,23.5,1.1,0.62,0.02,0.05,0.6,0.1,0.87678349,16.8,4.9,68.0,0.2,1.3,2.1,0.44443809160000003,34.220899662,319.20759962,18.575323019000002,82.70041764279999,7.8,52.23790799999999,40.3286742,79.85456539999998,4.034097857
"SALAYA SARDINELLA, FRESH, TEMPERED",Dessert,R,2.0946031,86.0,39.44,5.42,11.3,400.0,14.537046,12.580782,4.836813,0.94326699,36.850033,325.06467,44.503681,1.802663,1.7636441,0.02816374,0.15414625,4.0445399,0.92404342,1.118872,44.99646,3.7881665,22.66695,0.054405998,1.08,0.12000000000000002,0.249878,89.714119,314.72443,62.943188,107.88152,22.4,14.7446392,15.873206999999997,25.802113400000003,1.6843140040000002
"SALAYA SARDINELLA, FRESH, TEMPERED, W/ COCONUT MILK",Dessert,R,1.2,106.0,38.480000000000004,4.64,10.24,247.4,7.1,14.6,4.1,1.6,16.2,32.0,19.9,0.97,0.43,0.02,0.03,0.4,0.07,0.53246552,14.2,5.9,72.0,0.2,1.1,1.1,0.34980248999999997,34.975076932,215.60919065999997,17.471082314,82.596791034,7.8,52.23790799999999,40.328674199999995,79.8545654,3.0236768769999998
SALMON,Breakfast,S,,100.0,0.0,20.0,13.0,208.0,7.296972285199999,16.996562439799998,44.163274965999996,19.9649454922,0.0,73.47760466999999,82.25412445600001,3.1624691246,1.2001095659999998,0.0900431242,0.1044363336,1.5849060602,0.11928794760000001,0.0012969976,28.554310874,0.62,8.5489104212,5.2386287378,4.82,0.08,0.36097319640000003,68.693967814,200.704441,35.5119881558,6.5000148776,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.9735296156000001
SAMAPOSHA AGGALA,Breakfast,S,,100.0,49.0,9.8,10.4,326.0,5.3843307212000004,6.565710923799999,51.82753407599999,17.4100003642,8.638186646,58.97659453,19.904670262,2.4211525876,0.5736974266,0.084931871,0.0631084368,1.2614960832,0.1424878382,0.0241652856,24.387046852,1.0744522285999998,27.3566817232,0.12456033819999998,4.6,0.02,0.3609731964,68.693967814,200.704441,35.5119881558,6.5000148776,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.9735296156000001
"SAMAPOSHA CEREAL, PREPARED AS PORRIDGE",Dessert,R,0,100.0,51.239999999999995,5.0200000000000005,10.3,470.2,7.0,4.2,29.7,0.0,0.0,107.0,7.3,4.66,0.27,0.1,0.21,1.3,1.02,0.0,0.7,8.7,136.0,0.1,0.2,0.1,0.4491734094,72.72794845199999,244.40967799999999,33.852465597999995,9.93485617,19.2,109.00775200000001,75.82610860000001,172.396368,1.1863179856
SAMBAAR,Dessert,R,1.8,86.0,39.4,5.0,11.0,259.0,1.6,2.3,5.1,2.3,0.0,15.0,12.7,0.57,0.22,0.02,0.02,0.2,0.04,0.0,15.1,6.5,59.0,0.2,1.1,0.3,0.3406592888,35.629076932000004,206.68490866000002,18.683259233999998,82.21423784,0.0,59.54763499999999,42.105772,95.03697,4.4364818016
"SAMBAAR, W/ COCONUT MILK",Dessert,R,1.818441,92.0,31.48,3.6399999999999997,10.440000000000001,215.4,2.9497769,16.219677,8.3988495,2.0127771,0.0,44.460125,11.599845,1.562461,0.66393578,0.04419145,0.021250051,0.77822721,0.069907703,0.033117964,21.411425,12.055849,49.478004,0.077381,1.3,0.6400000000000001,0.17974301,25.383696,141.19141,5.3691154,2.327791,19.2,35.605751,22.381607,76.546127,1.497614
SAMOSA,Breakfast,S,,110.0,66.0,9.98,23.36,558.0,6.034716872000001,6.438296967999999,54.008518220000006,20.850109744,17.276373292,74.39797972,15.061091611999998,1.671366926,0.6311757212,0.07177749359999999,0.03334420640000001,1.833180046,0.12039978119999999,0.045736576,16.605471956,1.3489044572,52.015542604000004,0.19186320080000002,4.4799999999999995,0.02,0.356491398,75.011893076,180.88109200000002,36.0989918638,7.2406116488,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.5510394956000001
SAMPOSHA AGGALA,Dessert,R,5.762000084,92.0,49.92,3.8600000000000003,10.14,474.0,13.06999969,4.375699997,70.20400238,5.748000145,0.0,134.572998,51.79999924,3.47149992,0.676530004,0.157440007,0.169902012,1.876370072,0.0266,0.0,10.53810024,9.13599968,62.41849899,0.156000003,0.9800000000000001,0.04,0.044,40.01879883,250.6559906,3.184000015,2.136800051,22.4,103.396177,41.7032844,116.068252,0.856000006
"SARDINELLA, DRIED, TEMPERED",Dessert,R,2.4450169,92.0,34.32000000000001,3.4599999999999995,8.540000000000001,213.2,20.833307,19.091057,4.6765118,0.89915669,65.6297,70.367607,78.383278,1.9113698,1.8122405,0.025141798,0.11901158,2.3716853,0.28241837,0.80943298,162.52977,6.9778762,26.468128,0.074337654,1.12,0.3,0.42180791,186.51341,404.90027,4194.563,137.10175,0.0,500.136022,814.444898,318.801706,0.53767228
"SARDINELLA, DRIED, TEMPERED, W/ COCONUT MILK",Dessert,R,1.407411,92.0,41.32000000000001,2.2600000000000002,2.54,183.2,7.0676069,15.863411,4.8086963,1.082478,17.937901,33.558552,25.981234,1.478223,0.84509903,0.02274386,0.042525202,1.0169383,0.1108344,0.2212341,52.089779,4.1785927,11.14854,0.052575,1.36,0.24,0.167761,59.107872,155.72701,1147.2097,37.856251,7.8,500.136022,814.444898,318.801706,0.53767228
"SARDINES, CANNED, TEMPERED",Dessert,R,2.0946031,86.0,39.44,5.42,11.3,400.0,14.537046,13.990782,4.836813,0.94326699,36.850033,325.06467,44.503681,1.802663,1.7636441,0.02816374,0.15414625,4.0445399,0.92404342,1.118872,44.99646,3.7881665,22.66695,0.054405998,1.08,0.12000000000000002,0.249878,89.714119,314.72443,62.943188,107.88152,22.4,14.7446392,15.873206999999997,25.802113400000003,1.6843140040000002
"SARDINES, CANNED, TEMPERED, W/ COCONUT MILK",Dessert,R,1.2,106.0,38.480000000000004,4.64,10.24,247.4,7.1,14.6,4.1,1.6,16.2,32.0,19.9,0.97,0.43,0.02,0.03,0.4,0.07,0.53246552,14.2,5.9,72.0,0.2,1.1,1.1,0.34980248999999997,34.975076932,215.60919065999997,17.471082314,82.596791034,7.8,52.23790799999999,40.328674199999995,79.8545654,3.0236768769999998
"SAUSAGES,BEEF,GRILLED",Breakfast,S,0.8,92.0,37.32000000000001,2.46,2.94,165.2,13.3,19.5,13.1,11.7,42.0,80.0,15.0,1.4,2.0,0.0,0.11,5.0,1.8,0.67581499,7.0,0.0,0.0,0.7,0.9,0.3,0.5951525825999999,137.41487905999998,277.45883716000003,31.436418224,11.381172302,0.0,2660.407288,2688.240102,490.36618,0.6079560142
"SAUSAGES,LOW FAT,GRILLED",Dessert,R,0,92.0,41.32000000000001,2.26,2.54,234.8,18.15045929,14.80083656,0.453761488,0.0,72.40875244,15.59201717,13.75766277,0.734224737,2.215707779,0.048320774,0.16943647,3.330802441,0.249665365,0.242323632,1.448174953,1.11026752,9.413137436,0.125508502,1.78,0.18,0.0,128.1634827,215.005722,429.3838806,0.0,11.0,398.034832,773.35876,257.332144,0.0
SAW KANJI,Breakfast,S,,72.0,50.0,6.0,5.0,250.0,7.296972285200001,16.996562439799998,44.163274966,19.9649454922,0.0,73.47760467,82.254124456,3.1624691246,1.2001095659999998,0.0900431242,0.1044363336,1.5849060602,0.11928794760000001,0.0241652856,28.554310874,0.62,8.5489104212,5.2386287378,4.819999999999999,0.08,0.3609731964,68.693967814,200.704441,35.5119881558,6.5000148776,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.9735296156000001
"SCAD (BOLLA), DRIED, TEMPERED",Dessert,R,2.6848149,92.0,34.32000000000001,3.46,8.540000000000001,213.2,30.124569,13.517105,5.532794,1.538873,20.786039,48.084431,65.894623,1.5957069,0.562464,0.02876248,0.045748502,1.9270602,0.22949752,1.021554,100.23679,7.6027465,18.585676,0.088514999,2.3999999999999995,0.62,0.63054001,106.15762,602.70258,5528.7725,75.863518,0.0,655.0726060000001,559.687518,311.253634,0.53767228
"SCAD (BOLLA), FRESH, BOILED",Dessert,R,1.668628,92.0,34.32000000000001,3.4599999999999995,8.540000000000001,376.4,9.3056641,1.752918,3.251961,0.42186201,19.28175,123.09503,28.570564,1.3261223,0.72922546,0.019263839,0.089036256,1.2821863,0.79568958,0.99772799,81.7034,2.5766902,20.197735,0.048393998,1.3,0.13999999999999999,0.334748,138.93434,218.13766,38.070183,47.806232,22.4,1081.6119879999999,1438.433802,281.379986,0.297126804
"SCAD (BOLLA), FRESH, BOILED, W/ COCONUT MILK",Dessert,R,1.36043,106.0,41.32000000000001,4.46,8.34,376.4,9.4425344,11.147011,4.1620331,0.53485501,17.977501,119.02656,25.518845,2.06564,0.95521802,0.0167882,0.072982848,1.4332944,0.74241084,0.93023998,81.04184,2.4795806,16.195127,0.062613003,1.3,0.1,0.281652,127.74979,197.8631,35.069736,44.474415,22.4,1081.6119879999999,1081.470762,214.49480599999998,0.21311160199999998
"SCAD (BOLLA), FRESH, FRIED",Dessert,R,0.54400003,92.0,34.32000000000001,3.4599999999999995,8.540000000000001,331.4,18.230001,13.1665,1.24125,1.0695,40.537498,224.8475,41.003502,2.6075499,1.3392,0.00103125,0.13823125,2.4055374,1.6072562,1.656,162.73648,0.0,0.20542499,0.078249998,1.12,0.16,0.53174996,265.41,326.41251,76.40274,98.572006,22.4,482.059008,594.5126939999999,178.119782,0.4628502128
"SCAD (BOLLA), FRESH, TEMPERED",Dessert,R,1.046944,92.0,34.32000000000001,3.46,8.540000000000001,286.4,8.0836287,6.0984068,1.564873,0.31004101,17.089199,102.28162,21.810905,0.900675,0.617073,0.01180664,0.073295251,1.0940694,0.70185715,0.8842752,72.15583,2.6063035,16.797201,0.026907001,1.44,0.08,0.28891101,119.63665,174.7578,33.65551,42.04147,22.4,1915.9377279999997,1947.5943199999997,345.86166399999996,0.42734463380000004
"SCRAPED COCONUT, FRESH, UNSWEETENED",Breakfast,S,9,92.0,41.32000000000001,2.26,2.54,183.2,3.33,33.5,15.2,3.04,0.0,14.0,32.0,2.43,1.1,0.066,0.02,0.54,0.054,0.0,26.0,3.3,0.0,1.78,1.3199999999999998,0.02,0.3,113.0,356.0,20.0,10.1,0.0,29.7,1.42,0.366,1.1521915675999999
"SEA FISH, LARGE, NFS, FRESH, BOILED",Dessert,R,1.854828,92.0,34.32000000000001,3.46,8.540000000000001,213.2,14.786497,1.4743705,3.9197609,0.47996199,19.737949,74.2061,31.565496,2.10936,0.67496198,0.04476231,0.12343931,1.5649704,4.6326756,1.0762171,96.633423,2.9348452,20.207815,0.051893998,1.52,0.1,0.67102551,160.99884,308.27112,35.569542,21.101801,22.4,503.29519,669.2426720000001,559.305164,0.6971176983999999
"SEA FISH, LARGE, NFS, FRESH, BOILED, W/ COCONUT MILK",Dessert,R,1.266714,92.0,35.32000000000001,3.2600000000000002,1.54,159.2,11.387767,10.213167,4.0925612,0.50873798,14.012017,58.22419,21.395863,2.0041482,0.74942851,0.037163809,0.087837838,1.364337,3.3043611,0.764009,73.938698,2.9839594,15.012181,0.034991998,1.3599999999999999,0.18000000000000002,0.48827803,114.09693,211.03748,25.002974,14.997557,22.4,1079.8489665999998,1897.4416099999999,534.600446,0.5860997606
SEENI SAMBOL,Beverage,S,,110.0,66.0,9.98,23.36,810.0,6.034716872000001,6.438296967999999,54.008518220000006,20.850109744,17.276373292,74.39797972,15.061091611999998,1.671366926,0.6311757212,0.07177749359999999,0.03334420640000001,1.833180046,0.12039978120000001,0.045736576,16.605471956,1.3489044572,52.015542604000004,0.19186320080000002,4.4799999999999995,0.02,0.356491398,75.011893076,180.88109200000002,36.0989918638,7.2406116488,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.5510394956000001
"SEENI/KATHALI BANANA, RIPE",Breakfast,S,0,92.0,37.32000000000001,2.46,2.94,165.2,1.4,0.2,26.5,0.0,0.0,59.0,39.5,3.63,2.09,0.05,0.08,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.36538680160000003,45.297417502,396.09820256,9.8782076496,4.283314175799999,0.0,54.642209,197.61494380000002,188.234576,1.60182337
"SEER FISH, DRIED, TEMPERED, W/ COCONUT MILK",Dessert,R,1.249688,92.0,41.32,2.2600000000000002,2.54,183.2,8.0545034,13.19938,3.6249828,0.14838301,10.8284,23.305115,22.55928,1.3187621,0.68083,0.016561421,0.032973651,0.74350327,0.32409266,0.58938003,42.945358,2.5629385,12.202394,0.030092999,0.6599999999999999,0.1,0.080743998,62.084438,147.81891,1168.5962,89.991081,7.8,500.136022,814.444898,318.801706,0.53767228
"SEER FISH, FRESH, BOILED, W/ COCONUT MILK",Dessert,R,,86.0,39.4,5.0,11.0,259.0,11.1,3.9,3.5,3.34,20.400000000000002,28.0,23.380000000000003,0.9,0.4,0.09,0.11,1.37,0.25,0.96899998,3.19,1.97,98.1,0.18,1.8800000000000001,0.13999999999999999,0.3405475962,40.50017312800001,197.58495086,12.44889828,82.815307172,27.0,47.4709192,47.1885634,103.35217800000001,4.272543211
"SEER FISH, FRESH, DEEP-FRIED",Dessert,R,0,92.0,32.480000000000004,3.44,3.44,161.4,26.9,11.1,0.0,0.0,106.2,15.0,46.1,0.61,0.69,0.14,0.19,2.6,0.45,2.00295,1.4,2.2,54.0,1.0,0.2,8.7,0.7334479920000001,100.323738,224.99952199999998,26.2410746,100.673033,7.8,380.665082,494.4048759999999,231.612694,3.1782081948
SESAME BALL,Dessert,R,4.5,92.0,31.520000000000003,4.06,10.74,400.0,8.9,34.6,33.7,0.2,0.0,301.0,182.9,5.47,2.45,0.4,0.09,4.4,0.46,0.0,49.2,0.2,1.0,1.7,20.9,0.2,0.7545961903999998,179.28505115999997,465.25827197999996,48.60124259999999,52.473881666,3.2,271.0606712,413.02100499999995,893.4034194,0.9854116028
"SHARK, DRIED, TEMPERED, W/ COCONUT MILK",Dessert,R,1.249688,92.0,41.32,2.2600000000000002,2.54,183.2,7.3626027,13.08828,3.6249828,0.14838301,4.3801999,22.328314,18.152681,1.1031621,0.42122999,0.016561421,0.017573651,0.75186324,0.059762675,0.21527,26.610357,2.5629385,12.202394,0.030092999,0.9199999999999999,0.1,0.13574401,27.434439,151.4489,1165.6262,16.511082,7.8,500.136022,814.444898,318.801706,0.53767228
"SHARK, FRESH, BOILED, W/ COCONUT MILK",Dessert,R,1.1,86.0,39.4,5.0,11.0,259.0,12.3,0.9,3.4,1.3,13.1,23.0,27.7,0.88,0.38,0.03,0.04,1.4,0.08,0.56116498,8.7,3.2,128.0,0.1,2.0,1.4,0.3308999962,33.096870328,195.02230086,13.32207146,82.97393065,27.0,33.54605719999999,38.4722512,90.7509356,5.987669611
"SHARK, FRESH, DEEP-FRIED",Dessert,R,0.54400003,92.0,41.32000000000001,2.26,2.54,183.2,25.026501,11.0505,1.24125,1.0695,28.059999,12.6035,43.119499,1.5380499,0.59169996,0.030356249,0.046231251,3.1185374,0.11685625,0.94875002,9.1114311,0.0,0.20542499,0.078249998,2.48,0.32000000000000006,1.32525,309.11002,482.8125,73.792236,33.367001,9.4,156.07566599999998,286.39559799999995,335.91787,1.8050691562
"SHEEP MEAT, TEMPERED",Dessert,R,0.493714005,92.0,41.32,2.2600000000000002,2.54,183.2,15.27855682,8.978563309,1.025843978,0.430258006,71.78046417,36.35015869,21.67483139,2.126484156,2.919957161,0.045300849,0.133374542,3.972544909,0.113335602,1.3474461,2.923214912,1.239903927,8.246124268,0.11411,1.78,0.18,0.876739025,164.6912994,304.0015259,38.28667068,17.58409691,3.2,659.6593662,1099.86389556,299.5933618,0.232092991
"SILVER-BIDDY, FRESH, BOILED, W/ COCONUT MILK",Dessert,R,1.36043,92.0,35.32000000000001,3.2600000000000002,1.54,159.2,11.360642,10.614073,4.1620331,0.53485501,14.039545,60.213341,23.130753,2.4430633,0.7705735,0.03328209,0.082482621,1.3784528,3.298358,0.76551002,73.466698,2.4795806,16.195127,0.062613003,1.3599999999999999,0.18000000000000002,0.44928873,114.58802,223.84781,25.088707,15.106428,22.4,1079.8489666,1084.2009788,432.212036,0.5860997606
SKIM MILK,Breakfast,S,,196.0,12.0,8.0,0.0,80.0,5.702760601,12.896095401,16.1666827392,20.3513071484,0.0,70.932089234,83.031772352,1.6013523006,1.0529748458000001,0.07712807020000001,0.07504621040000001,1.3625114536000003,0.0989542506,0.0012969976,25.918320846,15.937936898,64.60121216,5.266339081,4.82,0.08,0.36097319640000003,68.693967814,200.704441,35.5119881558,6.5000148776,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.9735296156000001
"SKIPJACK TUNA, DRIED, DEEP-FRIED",Dessert,R,0,92.0,34.32000000000001,3.4599999999999995,8.540000000000001,213.2,55.497299,17.0819,0.0,0.0,67.111801,72.627602,72.601501,3.132,1.2528,0.0,0.1044,2.5926001,1.5503401,3.6801,166.77901,0.0,0.0,0.0,1.12,0.3,1.4268,160.95,665.54999,6880.8301,542.88,0.0,1832.6180064,867.6136119999999,986.229775,0.53767228
"SKIPJACK TUNA, DRIED, TEMPERED",Dessert,R,2.643693,92.0,34.32000000000001,3.4599999999999995,8.540000000000001,213.2,34.640537,12.419571,5.4839292,1.5154411,40.267078,68.416908,60.317348,2.6627331,0.95816898,0.02748068,0.086571798,1.7729731,1.0087318,2.796876,112.23093,7.6027465,18.566446,0.084687002,1.1800000000000002,0.5399999999999999,1.062292,124.36092,563.30029,4131.8916,326.77774,0.0,500.136022,814.444898,318.801706,0.53767228
"SKIPJACK TUNA, DRIED, TEMPERED, W/ COCONUT MILK",Dessert,R,1.5000269,92.0,41.32,2.2600000000000002,2.54,183.2,9.6335649,17.200163,5.3929491,1.060886,9.4419355,31.013002,20.899342,1.669462,0.61537802,0.02705762,0.0352045,0.83495057,0.28144148,0.65581918,35.586552,5.3753357,12.384288,0.057050999,0.86,0.12,0.33175001,41.260937,183.33501,969.85828,77.191147,7.8,408.3263112,805.944156,288.59772599999997,0.37168007999999997
"SKIPJACK TUNA, FRESH, COOKED",Dessert,R,,106.0,38.480000000000004,4.64,10.24,247.4,12.3,1.04,6.3,5.0,21.6,53.4,22.9,1.6,0.6,0.05,0.08,7.38,0.51,0.92416,8.37,2.88,67.46,0.6200000000000001,1.48,0.82,0.8910309306,75.9619032,306.00087831999997,63.433108307,94.8933930058,7.8,56.11805819999999,43.1651648,76.70715340000001,4.034097857000001
"SKIPJACK TUNA, FRESH, DEEP-FRIED",Dessert,R,0.71848702,92.0,41.32000000000001,2.26,2.54,183.2,23.637201,14.94234,0.78879499,0.76058501,70.491623,17.277781,31.974209,0.94344199,0.52964896,0.066775799,0.16657899,5.5644612,0.1247022,1.5680701,8.3384295,0.0,3.4068999,0.031899001,2.16,2.92,1.403367,232.7395,338.77481,25.497038,26.50993,11.0,659.6593661999999,743.00085556,232.96818179999997,0.27983539459999995
"SNAKE GOURD AND DRIED FISH, W/ COCONUT MILK",Dessert,R,1.620373,92.0,41.32000000000001,2.2600000000000002,2.54,183.2,8.9220619,16.609068,6.048018,1.280148,16.475554,43.525723,30.426884,2.0339153,0.99112761,0.034269601,0.049106173,1.2079785,0.19211391,0.37334657,54.279892,4.6572199,13.903788,0.075500004,1.36,0.24,0.29034302,64.634422,189.59758,1280.976,52.231956,9.4,500.136022,814.444898,318.801706,0.53767228
"SNAKE GOURD, W/ COCONUT MILK",Dessert,R,2.6,92.0,32.480000000000004,3.44,3.44,161.4,1.9,11.2,4.5,2.2,0.0,31.0,22.9,1.07,0.22,0.02,0.03,0.3,0.05,0.0,13.6,2.3,44.0,0.1,3.8,2.7,0.336323145,35.98319827,260.62956068,10.267876537,5.0235448946000005,0.0,47.648191399999995,19.1736622,79.373051,2.485245382
"SOUR BANANA, RIPE",Breakfast,S,0,92.0,37.32000000000001,2.46,2.94,165.2,1.2,0.1,13.5,0.0,0.0,52.0,40.8,2.29,2.1,0.03,0.05,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.0,0.48669679720000003,38.091276602,351.88785946,9.8782076496,4.2776363812,0.0,54.642209,197.61494380000002,188.234576,1.2190995854
"SOURSOP, RAW",Breakfast,S,4.95,92.0,26.68,1.94,2.5,129.4,0.74,0.94,11.94,0.12,0.0,10.0,17.7,0.29,0.12,0.03,0.04,0.85,0.03,0.0,6.09,59.54,1.6,0.06,1.92,1.1600000000000001,0.12,25.83,264.0,6.78,84.04594989920001,19.2,135.0,38.54,132.0,9.83
"SOY MEAT AND POTATO, TEMPERED, W/ COCONUT MILK",Dessert,R,3.918587,92.0,41.32000000000001,2.2600000000000002,2.54,183.2,13.333339,11.611342,13.737888,4.2646589,0.0,106.88539,12.54812,2.0985973,0.378066,0.040989801,0.015945749,0.58914632,0.065516151,0.27199999999999996,11.764048,8.0987616,7.561336,0.047775,0.26,0.06,0.191833,27.782993,486.6268,179.72139,0.32539299,7.8,37.561638,13.321499,89.139076,0.58829701
"SOY MEAT, BOILED, W/ COCONUT MILK",Dessert,R,1.5,106.0,44.32000000000001,3.46,2.7399999999999998,197.2,11.3,7.3,9.4,7.1,0.0,54.0,58.5,2.11,1.18,0.12,0.07,2.4,0.26,0.0,4.0,1.6,27.0,0.0,0.4,0.0,0.7373423877999999,70.6799516,273.45865632,8.94310758,6.8106180066,0.0,60.60646899999999,121.53427900000001,200.41273399999997,1.0604633994000001
"SOY MEAT, TEMPERED",Dessert,R,5.7053642,92.0,34.32000000000001,3.46,8.540000000000001,213.2,20.510151,8.7702303,11.592509,0.75686496,0.0,141.02574,8.8150663,2.3382347,0.105519,0.0291261,0.02263565,0.1993556,0.040224899,0.426,4.9951963,3.0799081,10.824453,0.049546,0.54,0.12,0.099983998,18.650331,528.5921,303.66772,0.77636999,9.4,50.487396,157.24698,139.60791,0.759821
"SOY MEAT, TEMPERED, W/ COCONUT MILK",Dessert,R,2.298,106.0,44.32,3.46,2.7399999999999998,197.2,11.6,13.9,10.1,6.6,0.0,60.0,71.7,2.69,1.42,0.13,0.07,2.6,0.27,0.0,9.6,2.1,27.0,0.1,0.7,0.0,0.9225282847999999,91.6091619,333.98443325999995,12.791965842599998,6.7791429612,0.0,89.5463166,159.21914099999998,274.55573,0.9289221688
SOYA MEAT CURRY,Breakfast,S,,100.0,8.0,6.0,4.0,84.0,5.702760601,12.896095401,16.1666827392,20.3513071484,0.0,70.932089234,83.031772352,1.6013523006,1.0529748458000001,0.07712807020000001,0.07504621040000001,1.3625114536,0.0989542506,0.0012969976,25.918320846,15.937936898,64.60121216,5.266339081,4.82,0.08,0.36097319640000003,68.693967814,200.704441,35.5119881558,6.5000148776,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.9735296156000001
SOYA MEAT CURRY WITH COCONUT MILK,Breakfast,S,,100.0,13.0,11.0,0.6,110.0,5.702760601,12.896095401,16.1666827392,20.3513071484,0.0,70.932089234,83.031772352,1.6013523006,1.0529748458000001,0.07712807020000001,0.07504621040000001,1.3625114536000003,0.0989542506,0.0012969976,25.918320846,15.937936898,64.60121216,5.266339081,4.82,0.08,0.36097319640000003,68.693967814,200.704441,35.5119881558,6.5000148776,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.9735296156000001
